KeyRelease event, serial 18, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36801639, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36925353, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36925353, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36925434, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36925544, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36925544, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36925647, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36925782, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36925782, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36925874, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36926229, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36926229, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36926364, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36927030, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36927030, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36927153, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36927232, (1314,474), root:(1322,554), state 0x0, keycode 19 (keysym 0x30), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36927232, (1314,474), root:(1322,554), state 0x0, keycode 19 (keysym 0x30), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36927356, (1314,474), root:(1322,554), state 0x0, keycode 19 (keysym 0x30), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36927812, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36927812, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36927941, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36928286, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36928286, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36928374, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36929450, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36929450, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36929539, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36929616, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36929616, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36929709, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36929798, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36929798, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36929921, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36930281, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36930281, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36930375, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36930685, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36930685, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36930793, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36939108, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36939108, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36939226, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36939596, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36939596, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36939738, (1314,474), root:(1322,554), state 0x1, keycode 32 (keysym 0x52), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36939738, (1314,474), root:(1322,554), state 0x1, keycode 32 (keysym 0x52), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36939805, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36939835, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36941353, (1314,474), root:(1322,554), state 0x0, keycode 10 (keysym 0x31), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36941353, (1314,474), root:(1322,554), state 0x0, keycode 10 (keysym 0x31), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36941434, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36941434, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36941462, (1314,474), root:(1322,554), state 0x0, keycode 10 (keysym 0x31), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36941527, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36944185, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36944185, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36944253, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36946639, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36946639, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36946763, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36947434, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36947434, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36947528, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36949663, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36949663, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36949741, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36949860, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36949860, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36949973, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36951018, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36951018, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36951259, (1314,474), root:(1322,554), state 0x1, keycode 32 (keysym 0x52), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36951259, (1314,474), root:(1322,554), state 0x1, keycode 32 (keysym 0x52), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36951346, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36951382, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36952617, (1314,474), root:(1322,554), state 0x0, keycode 29 (keysym 0x66), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36952617, (1314,474), root:(1322,554), state 0x0, keycode 29 (keysym 0x66), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36952725, (1314,474), root:(1322,554), state 0x0, keycode 29 (keysym 0x66), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36952969, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36952969, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36953062, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36954960, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36954960, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955063, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955208, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955208, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955291, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955395, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955395, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955468, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955553, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955553, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955626, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955711, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955711, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955793, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955892, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36955892, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36956056, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36957090, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36957090, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36957188, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36957328, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36957328, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36957450, (1314,474), root:(1322,554), state 0x0, keycode 59 (keysym 0x77), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36959404, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36959404, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36959462, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36959575, (1314,474), root:(1322,554), state 0x0, keycode 60 (keysym 0x76), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36959575, (1314,474), root:(1322,554), state 0x0, keycode 60 (keysym 0x76), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36959689, (1314,474), root:(1322,554), state 0x0, keycode 60 (keysym 0x76), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36962828, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36962828, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36963272, (1314,474), root:(1322,554), state 0x1, keycode 45 (keysym 0x54), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36963272, (1314,474), root:(1322,554), state 0x1, keycode 45 (keysym 0x54), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36963329, (1314,474), root:(1322,554), state 0x1, keycode 45 (keysym 0x54), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36963360, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36964751, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36964751, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36964863, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36966017, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36966017, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36966115, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36970065, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36970065, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36970168, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36970247, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36970247, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36970349, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36971309, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36971309, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36971693, (1314,474), root:(1322,554), state 0x1, keycode 43 (keysym 0x44), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36971693, (1314,474), root:(1322,554), state 0x1, keycode 43 (keysym 0x44), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36971755, (1314,474), root:(1322,554), state 0x1, keycode 43 (keysym 0x44), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36971836, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36973665, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36973665, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36973781, (1314,474), root:(1322,554), state 0x1, keycode 52 (keysym 0x3a), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36973781, (1314,474), root:(1322,554), state 0x1, keycode 52 (keysym 0x3a), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36973859, (1314,474), root:(1322,554), state 0x1, keycode 52 (keysym 0x3a), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36973869, (1314,474), root:(1322,554), state 0x1, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36975050, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36975050, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36975153, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36976253, (1314,474), root:(1322,554), state 0x0, keycode 34 (keysym 0x2f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36976253, (1314,474), root:(1322,554), state 0x0, keycode 34 (keysym 0x2f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36976376, (1314,474), root:(1322,554), state 0x0, keycode 34 (keysym 0x2f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36980367, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36980367, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36980485, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36980941, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36980941, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
